position,champion,time_min,killed,placed
MIDDLE,퀸,10.0,1.25,2.0
MIDDLE,퀸,15.0,1.3529411764705883,1.9583333333333333
MIDDLE,퀸,20.0,1.7941176470588236,1.9189189189189189
MIDDLE,퀸,25.0,1.8636363636363635,2.0
MIDDLE,퀸,30.0,1.75,1.5714285714285714
MIDDLE,퀸,35.0,1.0,0.0
MIDDLE,크산테,0.0,1.0,1.5903614457831325
MIDDLE,크산테,5.0,1.0769230769230769,2.329896907216495
MIDDLE,크산테,10.0,1.3448275862068966,2.294736842105263
MIDDLE,크산테,15.0,1.4285714285714286,2.0384615384615383
MIDDLE,크산테,20.0,1.6296296296296295,1.9215686274509804
MIDDLE,크산테,25.0,1.4166666666666667,1.7777777777777777
MIDDLE,크산테,30.0,1.6923076923076923,1.5294117647058822
MIDDLE,크산테,35.0,1.4,1.6
MIDDLE,클레드,0.0,1.0,1.3703703703703705
MIDDLE,클레드,5.0,1.2,2.134453781512605
MIDDLE,클레드,10.0,1.5147058823529411,1.9904761904761905
MIDDLE,클레드,15.0,1.7413793103448276,1.8088235294117647
MIDDLE,클레드,20.0,1.9,1.6842105263157894
MIDDLE,클레드,25.0,1.5,1.793103448275862
MIDDLE,클레드,30.0,1.25,2.0
MIDDLE,클레드,35.0,2.0,2.0
MIDDLE,키아나,0.0,1.1379310344827587,1.5485407980941037
MIDDLE,키아나,5.0,1.2478920741989883,2.165202108963093
MIDDLE,키아나,10.0,1.7790197764402407,1.894576012223071
MIDDLE,키아나,15.0,2.0016652789342215,1.6011428571428572
MIDDLE,키아나,20.0,2.16523400191022,1.4902597402597402
MIDDLE,키아나,25.0,2.0665680473372783,1.5336927223719676
MIDDLE,키아나,30.0,1.8989547038327526,1.621212121212121
MIDDLE,키아나,35.0,1.9620253164556962,1.4642857142857142
MIDDLE,킨드레드,0.0,0.0,1.0
MIDDLE,킨드레드,5.0,0.0,3.0
MIDDLE,킨드레드,10.0,1.0,3.0
MIDDLE,킨드레드,15.0,1.0,0.0
MIDDLE,타릭,0.0,0.0,1.0
MIDDLE,타릭,5.0,1.0,3.0
MIDDLE,타릭,10.0,0.0,2.0
MIDDLE,타릭,15.0,1.0,0.0
MIDDLE,탈론,0.0,1.0,1.5340775558166861
MIDDLE,탈론,5.0,1.1454545454545455,2.0054446460980038
MIDDLE,탈론,10.0,1.5265848670756645,1.805761316872428
MIDDLE,탈론,15.0,1.7770522388059702,1.5681818181818181
MIDDLE,탈론,20.0,2.017085427135678,1.435897435897436
MIDDLE,탈론,25.0,1.9375,1.523961661341853
MIDDLE,탈론,30.0,1.84640522875817,1.434782608695652
MIDDLE,탈론,35.0,1.7263157894736842,1.826086956521739
MIDDLE,탈리야,0.0,1.0166666666666666,1.6345291479820627
MIDDLE,탈리야,5.0,1.1946022727272727,2.5977653631284916
MIDDLE,탈리야,10.0,1.3539651837524178,2.4030048608042422
MIDDLE,탈리야,15.0,1.4510166358595193,2.132151898734177
MIDDLE,탈리야,20.0,1.5669781931464175,2.107008760951189
MIDDLE,탈리야,25.0,1.5777080062794349,2.0701754385964914
MIDDLE,탈리야,30.0,1.4731182795698925,1.9285714285714286
MIDDLE,탈리야,35.0,1.2763157894736843,1.6333333333333333
MIDDLE,탐 켄치,0.0,0.0,1.3333333333333333
MIDDLE,탐 켄치,5.0,0.0,2.8333333333333335
MIDDLE,탐 켄치,10.0,1.5,2.6666666666666665
MIDDLE,탐 켄치,15.0,1.3333333333333333,3.0
MIDDLE,탐 켄치,20.0,1.5,1.75
MIDDLE,탐 켄치,25.0,1.0,3.0
MIDDLE,탐 켄치,30.0,1.0,4.0
MIDDLE,트리스타나,0.0,1.1111111111111112,1.6070528967254407
MIDDLE,트리스타나,5.0,1.2782608695652173,2.2771084337349397
MIDDLE,트리스타나,10.0,1.4107142857142858,2.295285359801489
MIDDLE,트리스타나,15.0,1.6425339366515836,1.9483695652173914
MIDDLE,트리스타나,20.0,1.798165137614679,1.9358108108108107
MIDDLE,트리스타나,25.0,1.8823529411764706,1.6818181818181819
MIDDLE,트리스타나,30.0,2.0408163265306123,1.7662337662337662
MIDDLE,트리스타나,35.0,1.736842105263158,1.4285714285714286
MIDDLE,트린다미어,0.0,1.0,1.5469613259668509
MIDDLE,트린다미어,5.0,1.1555555555555554,2.182795698924731
MIDDLE,트린다미어,10.0,1.4367816091954022,2.0
MIDDLE,트린다미어,15.0,1.6274509803921569,1.8211382113821137
MIDDLE,트린다미어,20.0,1.8505747126436782,1.8918918918918919
MIDDLE,트린다미어,25.0,2.019230769230769,1.8823529411764706
MIDDLE,트린다미어,30.0,2.1739130434782608,2.0476190476190474
MIDDLE,트린다미어,35.0,1.4,2.3333333333333335
MIDDLE,트위스티드 페이트,0.0,1.0957446808510638,1.5631305411189238
MIDDLE,트위스티드 페이트,5.0,1.2081598667776852,2.549514563106796
MIDDLE,트위스티드 페이트,10.0,1.4273972602739726,2.512567071448743
MIDDLE,트위스티드 페이트,15.0,1.5478494623655914,2.2043842682140555
MIDDLE,트위스티드 페이트,20.0,1.7095842956120093,2.240710156895128
MIDDLE,트위스티드 페이트,25.0,1.7704174228675136,2.060471037555697
MIDDLE,트위스티드 페이트,30.0,1.7749469214437368,1.912772585669782
MIDDLE,트위스티드 페이트,35.0,1.5897435897435896,1.7818181818181817
MIDDLE,트위치,0.0,1.0,1.2173913043478262
MIDDLE,트위치,5.0,1.2,2.2666666666666666
MIDDLE,트위치,10.0,1.625,2.2962962962962963
MIDDLE,트위치,15.0,1.75,1.68
MIDDLE,트위치,20.0,1.6923076923076923,1.7058823529411764
MIDDLE,트위치,25.0,1.2857142857142858,1.5714285714285714
MIDDLE,트위치,30.0,2.0,1.3333333333333333
MIDDLE,트위치,35.0,1.0,1.0
MIDDLE,티모,0.0,1.0,1.1111111111111112
MIDDLE,티모,5.0,1.25,8.0
MIDDLE,티모,10.0,1.3333333333333333,11.5
MIDDLE,티모,15.0,1.75,13.3
MIDDLE,티모,20.0,2.125,11.88888888888889
MIDDLE,티모,25.0,1.25,11.0
MIDDLE,티모,30.0,2.0,17.0
MIDDLE,파이크,0.0,0.0,1.173913043478261
MIDDLE,파이크,5.0,1.0,1.875
MIDDLE,파이크,10.0,1.8125,2.0
MIDDLE,파이크,15.0,1.8,1.625
MIDDLE,파이크,20.0,1.8823529411764706,1.9411764705882353
MIDDLE,파이크,25.0,1.8571428571428572,1.8571428571428572
MIDDLE,파이크,30.0,2.5714285714285716,1.8
MIDDLE,파이크,35.0,7.0,1.0
MIDDLE,판테온,0.0,1.0,1.6083916083916083
MIDDLE,판테온,5.0,1.1104294478527608,2.3228476821192054
MIDDLE,판테온,10.0,1.3092369477911647,2.2025089605734767
MIDDLE,판테온,15.0,1.4215686274509804,2.004750593824228
MIDDLE,판테온,20.0,1.6630434782608696,1.8287671232876712
MIDDLE,판테온,25.0,1.5403726708074534,1.7898089171974523
MIDDLE,판테온,30.0,1.4754098360655739,1.4545454545454546
MIDDLE,판테온,35.0,1.588235294117647,1.9285714285714286
MIDDLE,피들스틱,0.0,0.0,1.0
MIDDLE,피들스틱,5.0,1.263157894736842,1.0
MIDDLE,피들스틱,10.0,1.4583333333333333,1.173913043478261
MIDDLE,피들스틱,15.0,1.6956521739130435,1.15
MIDDLE,피들스틱,20.0,1.5789473684210527,1.2777777777777777
MIDDLE,피들스틱,25.0,1.6363636363636365,1.5
MIDDLE,피들스틱,30.0,1.25,1.5
MIDDLE,피들스틱,35.0,1.5,2.0
MIDDLE,피오라,0.0,1.0,1.55
MIDDLE,피오라,5.0,1.125,2.142857142857143
MIDDLE,피오라,10.0,1.2857142857142858,2.0476190476190474
MIDDLE,피오라,15.0,1.6666666666666667,1.8125
MIDDLE,피오라,20.0,2.0,1.7692307692307692
MIDDLE,피오라,25.0,1.2857142857142858,1.3333333333333333
MIDDLE,피오라,30.0,2.0,1.0
MIDDLE,피즈,0.0,1.0454545454545454,1.4105058365758756
MIDDLE,피즈,5.0,1.2477477477477477,2.3609576427255985
MIDDLE,피즈,10.0,1.6119791666666667,2.1445544554455447
MIDDLE,피즈,15.0,1.8512820512820514,1.8702830188679245
MIDDLE,피즈,20.0,2.040462427745665,1.8756756756756756
MIDDLE,피즈,25.0,1.9130434782608696,1.7751004016064258
MIDDLE,피즈,30.0,1.5151515151515151,1.6310679611650485
MIDDLE,피즈,35.0,1.72,1.6451612903225807
MIDDLE,하이머딩거,0.0,0.0,1.4444444444444444
MIDDLE,하이머딩거,5.0,1.1176470588235294,2.875
MIDDLE,하이머딩거,10.0,1.5185185185185186,2.9565217391304346
MIDDLE,하이머딩거,15.0,1.565217391304348,2.5681818181818183
MIDDLE,하이머딩거,20.0,1.5862068965517242,2.6216216216216215
MIDDLE,하이머딩거,25.0,1.5454545454545454,2.0
MIDDLE,하이머딩거,30.0,1.5833333333333333,1.8571428571428572
MIDDLE,하이머딩거,35.0,1.6666666666666667,1.75
MIDDLE,흐웨이,0.0,1.0,1.484375
MIDDLE,흐웨이,5.0,1.1641337386018238,2.592436974789916
MIDDLE,흐웨이,10.0,1.3423076923076922,2.53236797274276
MIDDLE,흐웨이,15.0,1.4990892531876139,2.184557438794727
MIDDLE,흐웨이,20.0,1.5814889336016096,2.1740139211136893
MIDDLE,흐웨이,25.0,1.6745406824146982,1.9663461538461537
MIDDLE,흐웨이,30.0,1.5372340425531914,1.8713826366559485
MIDDLE,흐웨이,35.0,1.3170731707317074,1.9381443298969072
TOP,가렌,0.0,2.6363636363636362,1.342419080068143
TOP,가렌,5.0,1.3592233009708738,2.091405184174625
TOP,가렌,10.0,1.3862433862433863,2.073871409028728
TOP,가렌,15.0,1.5281899109792285,2.1262626262626263
TOP,가렌,20.0,1.7587209302325582,2.111111111111111
TOP,가렌,25.0,1.7347826086956522,2.039647577092511
TOP,가렌,30.0,1.61,2.0104166666666665
TOP,가렌,35.0,1.6666666666666667,1.64
TOP,갈리오,0.0,1.0,1.426605504587156
TOP,갈리오,5.0,1.0862068965517242,2.262172284644195
TOP,갈리오,10.0,1.0897435897435896,2.203065134099617
TOP,갈리오,15.0,1.3457943925233644,2.0779220779220777
TOP,갈리오,20.0,1.653061224489796,2.107142857142857
TOP,갈리오,25.0,1.5694444444444444,1.9313725490196079
TOP,갈리오,30.0,1.3846153846153846,1.8863636363636365
TOP,갈리오,35.0,1.4444444444444444,1.7272727272727273
TOP,갱플랭크,0.0,3.6315789473684212,1.5020371208691716
TOP,갱플랭크,5.0,1.3692946058091287,2.1851415094339623
TOP,갱플랭크,10.0,1.2285251215559156,2.2930287514769594
TOP,갱플랭크,15.0,1.3400713436385256,1.9664246823956444
TOP,갱플랭크,20.0,1.4300341296928327,1.8952134540750323
TOP,갱플랭크,25.0,1.4455611390284757,1.8284753363228698
TOP,갱플랭크,30.0,1.3840579710144927,1.594871794871795
TOP,갱플랭크,35.0,1.3789473684210527,1.6153846153846154
TOP,그라가스,0.0,3.3,1.3490813648293962
TOP,그라가스,5.0,1.3492063492063493,2.3081180811808117
TOP,그라가스,10.0,1.293859649122807,2.3022181146025877
TOP,그라가스,15.0,1.3624678663239074,2.1149301825993554
TOP,그라가스,20.0,1.5601965601965602,2.048632218844985
TOP,그라가스,25.0,1.5269230769230768,2.0
TOP,그라가스,30.0,1.4957264957264957,1.89171974522293
TOP,그라가스,35.0,1.2777777777777777,1.891304347826087
TOP,그레이브즈,0.0,0.0,1.64
TOP,그레이브즈,5.0,1.4,2.3333333333333335
TOP,그레이브즈,10.0,1.2,2.0
TOP,그레이브즈,15.0,1.5384615384615385,1.8333333333333333
TOP,그레이브즈,20.0,1.4444444444444444,2.0555555555555554
TOP,그레이브즈,25.0,1.9,1.2857142857142858
TOP,그레이브즈,30.0,1.6,1.0
TOP,그레이브즈,35.0,3.0,0.0
TOP,그웬,0.0,4.1,1.3766423357664233
TOP,그웬,5.0,1.6816479400749065,2.1516290726817044
TOP,그웬,10.0,1.5593220338983051,2.1034700315457413
TOP,그웬,15.0,1.546742209631728,1.9807834441980783
TOP,그웬,20.0,1.8341836734693877,1.9584664536741214
TOP,그웬,25.0,1.8531746031746033,1.895131086142322
TOP,그웬,30.0,1.7142857142857142,1.655813953488372
TOP,그웬,35.0,1.8636363636363635,1.6440677966101696
TOP,나르,0.0,3.32,1.3909939593629874
TOP,나르,5.0,1.4102564102564104,2.2333650190114067
TOP,나르,10.0,1.3500931098696463,2.2412488174077576
TOP,나르,15.0,1.4784172661870503,2.132156233279829
TOP,나르,20.0,1.7123430962343096,2.1367521367521367
TOP,나르,25.0,1.7462462462462462,1.9350649350649352
TOP,나르,30.0,1.6895306859205776,1.8309859154929577
TOP,나르,35.0,1.7647058823529411,1.8494623655913978
TOP,나서스,0.0,4.75,1.4415584415584415
TOP,나서스,5.0,1.775,2.0719178082191783
TOP,나서스,10.0,1.5,2.0239726027397262
TOP,나서스,15.0,1.4767441860465116,2.1264367816091956
TOP,나서스,20.0,1.5411764705882354,2.2054794520547945
TOP,나서스,25.0,1.4264705882352942,2.0238095238095237
TOP,나서스,30.0,1.28,1.7592592592592593
TOP,나서스,35.0,1.5,2.1818181818181817
TOP,나피리,0.0,0.0,1.3275862068965518
TOP,나피리,5.0,1.0,2.318840579710145
TOP,나피리,10.0,1.3333333333333333,2.25
TOP,나피리,15.0,1.5714285714285714,2.02
TOP,나피리,20.0,2.0625,1.9666666666666666
TOP,나피리,25.0,1.6111111111111112,2.0588235294117645
TOP,나피리,30.0,1.625,1.75
TOP,나피리,35.0,1.0,1.5
TOP,노틸러스,0.0,0.0,1.0
TOP,노틸러스,5.0,0.0,2.0
TOP,노틸러스,10.0,0.0,2.0
TOP,노틸러스,15.0,0.0,3.0
TOP,노틸러스,20.0,1.5,2.5
TOP,노틸러스,25.0,2.0,2.5
TOP,노틸러스,30.0,1.0,1.0
TOP,녹턴,0.0,1.8333333333333333,1.34640522875817
TOP,녹턴,5.0,1.1944444444444444,2.0520833333333335
TOP,녹턴,10.0,1.326086956521739,1.8444444444444446
TOP,녹턴,15.0,1.3387096774193548,1.463235294117647
TOP,녹턴,20.0,1.3387096774193548,1.5172413793103448
TOP,녹턴,25.0,1.2857142857142858,1.6
TOP,녹턴,30.0,1.1333333333333333,1.3225806451612903
TOP,녹턴,35.0,1.2,1.4
TOP,누누와 윌럼프,0.0,2.0,1.5
TOP,누누와 윌럼프,5.0,1.0,1.3333333333333333
TOP,누누와 윌럼프,10.0,1.0,1.5
TOP,누누와 윌럼프,15.0,1.0,2.5
TOP,누누와 윌럼프,25.0,1.0,0.0
TOP,니달리,0.0,1.3333333333333333,5.622857142857143
TOP,니달리,5.0,1.25,6.937853107344632
TOP,니달리,10.0,1.293103448275862,7.649717514124294
TOP,니달리,15.0,1.5196078431372548,7.462857142857143
TOP,니달리,20.0,1.8571428571428572,8.244274809160306
TOP,니달리,25.0,1.6346153846153846,7.882352941176471
TOP,니달리,30.0,1.8421052631578947,6.743589743589744
TOP,니달리,35.0,2.0,8.375
TOP,니코,0.0,1.0,1.5657894736842106
TOP,니코,5.0,1.0588235294117647,2.4634146341463414
TOP,니코,10.0,1.125,2.5625
TOP,니코,15.0,1.2352941176470589,2.142857142857143
TOP,니코,20.0,1.4516129032258065,2.2363636363636363
TOP,니코,25.0,1.6,1.7941176470588236
TOP,니코,30.0,1.75,2.0833333333333335
TOP,니코,35.0,2.4,1.3333333333333333
TOP,닐라,0.0,0.0,1.0
TOP,닐라,5.0,0.0,1.0
TOP,닐라,10.0,0.0,2.0
TOP,닐라,15.0,1.0,3.0
TOP,닐라,20.0,0.0,2.0
TOP,닐라,25.0,2.0,4.0
TOP,닐라,30.0,3.0,3.0
TOP,다리우스,0.0,1.4477611940298507,1.382995951417004
TOP,다리우스,5.0,1.3453815261044177,2.15442690459849
TOP,다리우스,10.0,1.3293838862559242,2.147655703289013
TOP,다리우스,15.0,1.4614197530864197,1.9991617770326906
TOP,다리우스,20.0,1.6849112426035502,1.9379652605459057
TOP,다리우스,25.0,1.6470588235294117,1.788863109048724
TOP,다리우스,30.0,1.6129032258064515,1.6890243902439024
TOP,다리우스,35.0,1.9622641509433962,1.6
TOP,다이애나,0.0,1.0,1.5526315789473684
TOP,다이애나,5.0,1.125,2.5869565217391304
TOP,다이애나,10.0,1.1666666666666667,2.227272727272727
TOP,다이애나,15.0,1.391304347826087,2.2222222222222223
TOP,다이애나,20.0,1.52,1.7037037037037037
TOP,다이애나,25.0,1.5333333333333334,2.25
TOP,다이애나,30.0,1.2,2.0
TOP,다이애나,35.0,0.0,2.0
TOP,드레이븐,0.0,1.5,1.2531645569620253
TOP,드레이븐,5.0,1.3555555555555556,2.399103139013453
TOP,드레이븐,10.0,1.3529411764705883,2.518018018018018
TOP,드레이븐,15.0,1.5726495726495726,2.170616113744076
TOP,드레이븐,20.0,1.6725663716814159,2.2045454545454546
TOP,드레이븐,25.0,1.7820512820512822,1.9619047619047618
TOP,드레이븐,30.0,1.588235294117647,1.54
TOP,드레이븐,35.0,1.0,1.1818181818181819
TOP,라이즈,0.0,2.357142857142857,1.495644599303136
TOP,라이즈,5.0,1.2289156626506024,2.3615506329113924
TOP,라이즈,10.0,1.229551451187335,2.3676703645007926
TOP,라이즈,15.0,1.408,2.1784776902887137
TOP,라이즈,20.0,1.5578512396694215,2.2764140875133405
TOP,라이즈,25.0,1.6128048780487805,2.141935483870968
TOP,라이즈,30.0,1.4966442953020134,1.9494584837545126
TOP,라이즈,35.0,1.4634146341463414,1.7125
TOP,람머스,0.0,0.0,1.4090909090909092
TOP,람머스,5.0,1.0,2.2857142857142856
TOP,람머스,10.0,1.2,2.5925925925925926
TOP,람머스,15.0,1.2307692307692308,1.8076923076923077
TOP,람머스,20.0,1.4,2.6842105263157894
TOP,람머스,25.0,1.625,1.8125
TOP,람머스,30.0,1.2,1.6
TOP,람머스,35.0,0.0,2.0
TOP,럭스,0.0,0.0,1.6666666666666667
TOP,럭스,5.0,1.6666666666666667,2.8333333333333335
TOP,럭스,10.0,1.3333333333333333,2.5
TOP,럭스,15.0,1.0,2.8
TOP,럭스,20.0,2.4,2.8
TOP,럭스,25.0,1.3333333333333333,2.5
TOP,럭스,30.0,1.0,2.5
TOP,럭스,35.0,0.0,3.0
TOP,럼블,0.0,2.875,1.4092526690391458
TOP,럼블,5.0,1.3389057750759878,2.3635576714996755
TOP,럼블,10.0,1.3038961038961039,2.3885002186270223
TOP,럼블,15.0,1.3455128205128206,2.206427688504326
TOP,럼블,20.0,1.4352635003253091,2.135598923283984
TOP,럼블,25.0,1.3924302788844622,2.0261369576581285
TOP,럼블,30.0,1.3924050632911393,1.911697247706422
TOP,럼블,35.0,1.3070175438596492,1.748917748917749
TOP,레넥톤,0.0,1.7474747474747474,1.383682135274492
TOP,레넥톤,5.0,1.309423347398031,2.2234564711960734
TOP,레넥톤,10.0,1.2772689425478767,2.1731624378760137
TOP,레넥톤,15.0,1.5249579360628154,1.9996865203761756
TOP,레넥톤,20.0,1.7054483541430192,1.9373814041745732
TOP,레넥톤,25.0,1.7759932375316991,1.7941437444543034
TOP,레넥톤,30.0,1.7851063829787235,1.813793103448276
TOP,레넥톤,35.0,1.5925925925925926,1.7241379310344827
TOP,렉사이,0.0,1.75,1.2958579881656804
TOP,렉사이,5.0,1.3888888888888888,2.1651162790697676
TOP,렉사이,10.0,1.275229357798165,2.2534562211981566
TOP,렉사이,15.0,1.4021739130434783,2.172316384180791
TOP,렉사이,20.0,1.646067415730337,1.9473684210526316
TOP,렉사이,25.0,1.5538461538461539,1.76
TOP,렉사이,30.0,1.4385964912280702,1.7608695652173914
TOP,렉사이,35.0,1.3333333333333333,1.8888888888888888
TOP,렐,0.0,0.0,1.5
TOP,렐,5.0,0.0,2.0
TOP,렐,10.0,1.0,2.0
TOP,렐,15.0,0.0,2.0
TOP,렝가,0.0,1.4310344827586208,1.4739676840215439
TOP,렝가,5.0,1.3975903614457832,2.2259615384615383
TOP,렝가,10.0,1.4217391304347826,2.0822147651006713
TOP,렝가,15.0,1.5463258785942493,1.8375
TOP,렝가,20.0,1.6945454545454546,1.793103448275862
TOP,렝가,25.0,1.7017543859649122,1.6323529411764706
TOP,렝가,30.0,1.3472222222222223,1.4615384615384615
TOP,렝가,35.0,1.5625,1.6666666666666667
TOP,루시안,0.0,1.0,1.4814814814814814
TOP,루시안,5.0,1.2307692307692308,2.1132075471698113
TOP,루시안,10.0,1.2352941176470589,2.16
TOP,루시안,15.0,1.3636363636363635,1.9795918367346939
TOP,루시안,20.0,1.5757575757575757,2.090909090909091
TOP,루시안,25.0,1.875,1.606060606060606
TOP,루시안,30.0,2.0,1.5384615384615385
TOP,루시안,35.0,2.0,1.6666666666666667
TOP,룰루,0.0,3.3333333333333335,1.4722222222222223
TOP,룰루,5.0,1.3333333333333333,2.1604938271604937
TOP,룰루,10.0,1.4,2.2
TOP,룰루,15.0,1.6025641025641026,2.1544117647058822
TOP,룰루,20.0,2.090909090909091,2.1538461538461537
TOP,룰루,25.0,2.3392857142857144,1.847457627118644
TOP,룰루,30.0,1.9310344827586208,1.8333333333333333
TOP,룰루,35.0,1.0,1.5
TOP,르블랑,0.0,1.0,1.6333333333333333
TOP,르블랑,5.0,1.0,2.088235294117647
TOP,르블랑,10.0,1.2,2.484848484848485
TOP,르블랑,15.0,1.5333333333333334,2.125
TOP,르블랑,20.0,1.9523809523809523,1.9285714285714286
TOP,르블랑,25.0,2.3076923076923075,1.7
TOP,르블랑,30.0,1.5714285714285714,1.0
TOP,르블랑,35.0,1.0,0.0
TOP,리 신,0.0,5.0,1.2626262626262625
TOP,리 신,5.0,1.6666666666666667,2.0965517241379312
TOP,리 신,10.0,1.2682926829268293,2.13986013986014
TOP,리 신,15.0,1.309090909090909,2.549618320610687
TOP,리 신,20.0,1.5434782608695652,2.7685185185185186
TOP,리 신,25.0,1.4193548387096775,2.767123287671233
TOP,리 신,30.0,1.4285714285714286,3.0625
TOP,리 신,35.0,1.3333333333333333,2.0
TOP,리븐,0.0,2.1176470588235294,1.4234234234234233
TOP,리븐,5.0,1.3098591549295775,2.162510748065348
TOP,리븐,10.0,1.3248175182481752,2.125991189427313
TOP,리븐,15.0,1.3491379310344827,1.9486607142857142
TOP,리븐,20.0,1.5423728813559323,1.911660777385159
TOP,리븐,25.0,1.6183745583038869,1.7163120567375887
TOP,리븐,30.0,1.5044247787610618,1.7222222222222223
TOP,리븐,35.0,1.48,1.6470588235294117
TOP,리산드라,0.0,1.0,1.872340425531915
TOP,리산드라,5.0,1.0909090909090908,2.6041666666666665
TOP,리산드라,10.0,1.3225806451612903,2.4895104895104896
TOP,리산드라,15.0,1.5194805194805194,2.3833333333333333
TOP,리산드라,20.0,1.6142857142857143,2.3488372093023258
TOP,리산드라,25.0,1.829268292682927,2.2857142857142856
TOP,리산드라,30.0,1.4166666666666667,1.5294117647058822
TOP,리산드라,35.0,1.75,1.8
TOP,릴리아,5.0,0.0,2.0
TOP,릴리아,10.0,1.0,1.5
TOP,마스터 이,0.0,1.0,1.25
TOP,마스터 이,5.0,1.4444444444444444,1.811764705882353
TOP,마스터 이,10.0,1.2727272727272727,2.0232558139534884
TOP,마스터 이,15.0,1.175,2.15
TOP,마스터 이,20.0,1.625,2.121212121212121
TOP,마스터 이,25.0,1.3043478260869565,1.7058823529411764
TOP,마스터 이,30.0,1.5,1.8461538461538463
TOP,마스터 이,35.0,2.0,1.4
TOP,마오카이,0.0,8.0,1.2937062937062938
TOP,마오카이,5.0,1.2,2.0157068062827226
TOP,마오카이,10.0,1.4827586206896552,2.0486486486486486
TOP,마오카이,15.0,1.3376623376623376,1.9659090909090908
TOP,마오카이,20.0,1.654320987654321,2.3
TOP,마오카이,25.0,1.7457627118644068,2.136986301369863
TOP,마오카이,30.0,1.4782608695652173,2.36
TOP,마오카이,35.0,1.6666666666666667,1.3636363636363635
TOP,말자하,0.0,1.0,1.5869565217391304
TOP,말자하,5.0,1.0,2.6041666666666665
TOP,말자하,10.0,1.2,2.326530612244898
TOP,말자하,15.0,1.35,2.4
TOP,말자하,20.0,1.391304347826087,2.4444444444444446
TOP,말자하,25.0,1.75,1.8
TOP,말자하,30.0,1.5,2.2
TOP,말자하,35.0,1.0,1.0
TOP,말파이트,0.0,3.6923076923076925,1.3488132094943242
TOP,말파이트,5.0,1.4324324324324325,2.2028776978417266
TOP,말파이트,10.0,1.2459459459459459,2.1386704789135096
TOP,말파이트,15.0,1.438474870017331,2.18129614438064
TOP,말파이트,20.0,1.6477272727272727,2.0978384527872582
TOP,말파이트,25.0,1.7098445595854923,1.9761431411530814
TOP,말파이트,30.0,1.7011494252873562,1.9107981220657277
TOP,말파이트,35.0,1.6521739130434783,1.5952380952380953
TOP,멜,0.0,0.0,1.6666666666666667
TOP,멜,5.0,0.0,1.5
TOP,멜,10.0,0.0,2.6666666666666665
TOP,멜,15.0,1.0,1.5
TOP,멜,20.0,1.0,2.0
TOP,멜,25.0,0.0,1.0
TOP,모데카이저,0.0,5.0,1.3418803418803418
TOP,모데카이저,5.0,1.98,2.080834419817471
TOP,모데카이저,10.0,1.7552447552447552,1.9894736842105263
TOP,모데카이저,15.0,1.4506437768240343,1.9985163204747773
TOP,모데카이저,20.0,1.520912547528517,1.9425531914893617
TOP,모데카이저,25.0,1.4739884393063585,1.8517241379310345
TOP,모데카이저,30.0,1.382716049382716,1.792
TOP,모데카이저,35.0,1.5,1.4705882352941178
TOP,모르가나,0.0,1.0,1.6666666666666667
TOP,모르가나,5.0,1.0,2.0
TOP,모르가나,10.0,2.0,2.0
TOP,모르가나,15.0,1.3333333333333333,3.3333333333333335
TOP,모르가나,20.0,1.0,1.0
TOP,모르가나,25.0,1.0,1.0
TOP,문도 박사,0.0,4.125,2.17570281124498
TOP,문도 박사,5.0,1.5089285714285714,3.899211218229623
TOP,문도 박사,10.0,1.2587064676616915,4.1923076923076925
TOP,문도 박사,15.0,1.3234501347708896,4.156844968268359
TOP,문도 박사,20.0,1.4705882352941178,4.473325766174801
TOP,문도 박사,25.0,1.4963503649635037,4.2548076923076925
TOP,문도 박사,30.0,1.6166666666666667,3.925170068027211
TOP,문도 박사,35.0,1.6470588235294117,3.6202531645569622
TOP,미스 포츈,0.0,0.0,2.0
TOP,미스 포츈,5.0,0.0,1.0
TOP,미스 포츈,10.0,0.0,3.0
TOP,미스 포츈,15.0,0.0,1.0
TOP,미스 포츈,20.0,2.0,2.0
TOP,미스 포츈,25.0,0.0,2.0
TOP,바드,0.0,0.0,9.0
TOP,바드,5.0,0.0,14.0
TOP,바드,10.0,0.0,15.0
TOP,바드,15.0,1.0,12.0
TOP,바드,20.0,1.0,12.0
TOP,바드,25.0,0.0,4.0
TOP,바루스,0.0,3.090909090909091,1.416574585635359
TOP,바루스,5.0,1.320754716981132,2.116044399596367
TOP,바루스,10.0,1.3073770491803278,2.139393939393939
TOP,바루스,15.0,1.4653937947494033,1.951412429378531
TOP,바루스,20.0,1.8061465721040189,1.9484536082474226
TOP,바루스,25.0,1.6849315068493151,1.8171296296296295
TOP,바루스,30.0,1.846774193548387,1.7458563535911602
TOP,바루스,35.0,1.7142857142857142,1.7857142857142858
TOP,바이,0.0,0.0,1.4666666666666666
TOP,바이,5.0,1.0,2.388888888888889
TOP,바이,10.0,1.5,2.0625
TOP,바이,15.0,1.2727272727272727,2.3333333333333335
TOP,바이,20.0,2.0,1.875
TOP,바이,25.0,1.0,2.4
TOP,바이,30.0,2.0,1.0
TOP,베이가,0.0,1.0,1.4615384615384615
TOP,베이가,5.0,1.0,2.3333333333333335
TOP,베이가,10.0,1.25,2.8333333333333335
TOP,베이가,15.0,1.2,3.076923076923077
TOP,베이가,20.0,1.5714285714285714,2.3636363636363638
TOP,베이가,25.0,1.8,3.5555555555555554
TOP,베이가,30.0,1.0,2.4
